customer_id,target_churn,target_ltv
C015437,0,2513282
C015438,0,11747221
C015439,0,374118
C015440,0,1964185
C015444,0,2003468
C015446,1,21103.5
C015449,0,334037
C015450,0,1079295
C015451,0,184491
C015452,0,2905423
C015453,0,1490651
C015454,0,1328213
C015455,0,851879
C015456,0,5848979
C015457,0,593162
C015458,0,1252707
C015459,0,528545
C015460,0,188119
C015462,0,2310259
C015465,0,838571
C015468,1,203665.15
C015469,0,266275
C015473,0,552125
C015474,0,349264
C015475,0,344868
C015476,0,1383476
C015477,0,2800470
C015480,0,4464091
C015482,0,1370881
C015486,0,2176536
C015488,0,1255300
C015490,0,880892
C015492,0,2228705
C015494,0,151942
C015495,0,726261
C015499,0,441510
C015501,0,2097277
C015504,1,127848.25
C015505,0,633189
C015506,0,2797410
C015508,0,2146084
C015509,0,1222981
C015511,0,1996348
C015512,0,1083119
C015513,0,1595728
C015516,0,538359
C015517,0,339189
C015519,0,564090
C015523,0,1111692
C015524,0,2039478
C015525,0,1371976
C015527,0,1200134
C015530,0,829781
C015535,0,1473793
C015536,0,7409
C015537,0,988946
C015539,0,194433
C015540,0,3647735
C015541,0,10692083
C015543,0,39617
C015545,0,948592
C015546,0,180839
C015547,0,704348
C015549,0,2088706
C015550,0,91441
C015553,0,2511853
C015554,0,2266908
C015555,0,1134367
C015556,1,56448.75
C015557,0,337739
C015559,0,1108988
C015560,0,502734
C015561,0,3886656
C015564,0,386943
C015566,0,1743177
C015567,0,2142175
C015568,0,2432377
C015569,0,446315
C015570,0,2784023
C015574,0,823328
C015575,0,1036624
C015576,0,1435347
C015578,0,1133453
C015581,0,291339
C015582,0,276321
C015583,0,1702894
C015584,1,39263.15
C015585,0,1572831
C015587,0,2284965
C015589,1,98923.95
C015590,0,1286037
C015591,0,841047
C015592,0,1823904
C015593,0,1230685
C015594,0,786013
C015595,0,2300555
C015596,0,205141
C015597,0,1978500
C015598,0,816824
C015601,0,1970260
C015602,0,4983802
C015605,0,53142
C015606,0,1952888
C015610,0,182758
C015612,0,459913
C015616,0,347468
C015617,0,691900
C015620,1,18044.95
C015621,0,1250282
C015623,0,1327074
C015625,0,1474430
C015628,0,1414614
C015629,0,1526219
C015630,0,1010438
C015631,0,3986427
C015632,1,36060.95
C015635,0,1133247
C015637,0,998391
C015638,0,1790213
C015639,0,1562467
C015640,0,378617
C015641,0,386363
C015642,0,603988
C015643,0,5561883
C015644,0,4076500
C015646,0,237695
C015647,0,2636311
C015648,0,320325
C015649,0,568356
C015650,0,1546571
C015651,0,412618
C015652,0,584287
C015653,0,143355
C015654,0,611548
C015657,1,141860.6
C015658,0,764999
C015659,0,3075167
C015660,0,2237021
C015661,1,29065
C015662,0,2392433
C015666,0,410928
C015668,0,2755447
C015669,1,24837.7
C015670,0,580915
C015671,0,5311090
C015675,0,898909
C015676,0,3178533
C015677,0,48587
C015685,0,1140028
C015686,0,3567754
C015689,0,410112
C015690,0,1189624
C015691,0,250753
C015696,1,65620.9
C015697,0,488064
C015699,0,703571
C015700,1,129009.95
C015701,0,3199452
C015702,0,1231449
C015705,1,19122.6
C015706,0,2276025
C015707,0,121267
C015708,0,2111861
C015709,0,36198
C015711,0,5109015
C015712,0,210148
C015713,0,1146809
C015717,1,144926.7
C015719,0,816789
C015720,0,1547353
C015729,0,1573965
C015730,0,437167
C015731,0,241369
C015733,0,490552
C015734,0,443372
C015735,1,96563.75
C015736,0,278672
C015738,0,3917121
C015739,0,1587213
C015740,0,647615
C015741,0,579397
C015745,0,49461
C015748,0,894043
C015749,0,560257
C015750,0,445989
C015752,0,326333
C015755,1,40817.7
C015759,0,3954530
C015760,0,675596
C015763,0,2175577
C015765,0,1032307
C015766,0,1178724
C015768,0,2527925
C015769,0,918669
C015771,0,4389763
C015772,0,202332
C015773,0,4107263
C015774,0,4235604
C015776,0,1292423
C015779,0,457666
C015780,0,718078
C015783,0,630538
C015784,0,309419
C015785,0,2815767
C015788,1,39783.15
C015789,1,359
C015790,0,4362136
C015792,0,4581264
C015793,0,3397779
C015794,0,2815840
C015795,0,369011
C015796,0,2742865
C015797,0,1543536
C015798,0,4743355
C015801,0,187869
C015802,0,1258337
C015803,0,272885
C015805,0,1198437
C015806,1,4760.6
C015811,0,1647877
C015812,0,1055187
C015814,0,3596004
C015817,1,30065.75
C015818,0,1143043
C015820,0,1455798
C015824,0,1590244
C015826,0,303909
C015827,0,587879
C015828,0,8065744
C015829,0,1235093
C015830,1,65826.75
C015831,0,1972693
C015832,0,1105387
C015835,1,4482.25
C015837,0,2728171
C015840,0,2363088
C015841,1,1251.25
C015844,0,103386
C015846,0,2312950
C015847,0,38997
C015848,0,51938
C015849,0,1518218
C015851,0,363135
C015853,0,1875188
C015854,0,837979
C015856,0,532172
C015857,0,360783
C015858,0,1244232
C015859,0,1642024
C015860,0,1011485
C015861,0,2010152
C015862,0,1231653
C015864,0,1496732
C015868,0,959608
C015869,0,2676217
C015871,0,346311
C015874,0,1996879
C015875,0,2482272
C015877,0,298311
C015878,1,89577.45
C015883,0,637712
C015887,0,1887746
C015891,0,2997845
C015893,0,3273835
C015894,0,1121275
C015897,0,1207450
C015900,0,5501115
C015901,0,428760
C015904,0,1819735
C015905,0,562483
C015906,0,2379577
C015908,0,825734
C015909,0,1324859
C015910,0,2173667
C015914,1,10130.35
C015915,0,736037
C015916,0,417778
C015917,0,360912
C015918,0,241984
C015919,0,176232
C015921,0,100595
C015922,0,2103813
C015926,0,149955
C015927,0,87500
C015929,0,75199
C015930,0,196086
C015931,0,1040944
C015932,0,654852
C015933,0,282792
C015934,0,2067228
C015935,0,521552
C015936,0,619430
C015937,0,950383
C015940,0,602178
C015942,0,149451
C015943,0,2236590
C015946,0,336326
C015947,0,3272601
C015948,1,14080.65
C015949,0,1311964
C015951,0,244718
C015953,0,1608172
C015954,0,1841156
C015955,0,1148876
C015956,0,102189
C015957,0,1858335
C015958,0,2847802
C015959,0,5131052
C015961,0,326333
C015963,0,425524
C015964,0,3049158
C015965,0,207396
C015971,0,465278
C015972,0,1110500
C015973,0,1006286
C015974,0,2871809
C015978,0,731621
C015980,0,231509
C015981,0,3044067
C015982,0,295131
C015983,0,1641908
C015984,0,801131
C015985,1,47903.55
C015987,0,2279587
C015988,0,503787
C015989,0,547265
C015990,0,1199804
C015994,0,83883
C015995,0,500240
C015996,1,995.75
C015998,0,118734
C016000,0,1602993
C016001,0,1425199
C016002,0,677385
C016004,0,124134
C016005,0,253613
C016006,1,88920.35
C016007,0,1090625
C016008,0,294650
C016011,0,2194386
C016012,0,852077
C016013,0,441002
C016015,0,12657
C016016,0,755326
C016017,0,7801173
C016018,0,1000389
C016021,0,140451
C016024,0,2252515
C016026,1,41487
C016027,0,56032
C016028,0,4708948
C016030,0,1843100
C016032,0,347922
C016033,1,7110.8
C016036,1,33978.85
C016037,0,2173388
C016038,0,1475316
C016041,0,536927
C016042,0,1906407
C016043,0,72009
C016044,1,71926
C016045,0,1343278
C016046,0,1917996
C016048,0,1796018
C016050,0,1463530
C016053,0,1386543
C016057,0,2558664
C016058,0,201656
C016059,0,4677119
C016060,0,2152324
C016062,0,1386156
C016063,1,77607.25
C016066,0,845701
C016067,0,618328
C016068,0,261382
C016075,0,1332071
C016076,0,3740284
C016077,0,260552
C016078,0,2125152
C016080,0,469513
C016081,0,348631
C016082,1,49422.55
C016083,0,1099847
C016087,0,166763
C016088,0,339805
C016089,0,3524753
C016091,0,1271697
C016092,0,2376252
C016093,1,83323.75
C016095,0,2068166
C016098,0,3901625
C016100,0,234048
C016102,0,2292549
C016103,0,2063637
C016104,0,1266006
C016105,0,2112115
C016106,0,714714
C016109,0,8536
C016110,0,785341
C016111,0,3180973
C016115,0,2931353
C016117,1,67931.8
C016119,0,1778802
C016120,0,72720
C016121,0,5440330
C016122,0,874053
C016123,1,92891.65
C016125,0,669639
C016128,0,346936
C016129,0,198236
C016135,0,199086
C016136,0,198483
C016139,0,1806960
C016140,0,94999
C016141,0,554920
C016143,0,1664293
C016144,0,250936
C016146,0,117703
C016147,0,630502
C016148,0,521536
C016149,0,2403073
C016150,0,361091
C016151,0,1420603
C016152,0,5159425
C016155,0,572219
C016156,0,70395
C016158,0,1477664
C016159,0,3122
C016160,0,2260222
C016162,0,385637
C016164,0,2762137
C016168,1,8180.75
C016170,1,14423.2
C016172,0,391597
C016174,0,849861
C016176,0,426968
C016177,0,388011
C016179,0,3695877
C016180,0,861697
C016182,0,1122587
C016183,0,786466
C016185,0,274209
C016186,0,674410
C016187,0,193775
C016190,0,1951740
C016191,0,826512
C016192,0,1016295
C016193,0,810000
C016194,0,1408652
C016196,0,380947
C016198,0,3395415
C016199,0,96958
C016200,0,4258538
C016202,0,752249
C016203,0,1591860
C016205,0,1528716
C016206,1,44086.2
C016207,0,1104802
C016209,0,1185076
C016210,0,1372760
C016212,0,1526075
C016213,0,4305510
C016215,0,572206
C016216,0,39566
C016217,0,2867501
C016218,0,158183
C016219,0,2399458
C016220,0,296484
C016221,1,2937.7
C016226,0,1087059
C016227,0,7512368
C016229,0,300360
C016231,0,54586
C016233,0,468319
C016237,0,60053
C016238,0,4878675
C016239,0,501225
C016240,0,81965
C016242,0,95137
C016244,0,2168439
C016245,0,146648
C016247,0,3094202
C016249,1,149798.3
C016251,1,184431
C016252,0,631919
C016255,0,1816025
C016256,0,465188
C016257,0,1040600
C016258,0,2139275
C016259,0,345446
C016260,0,2022813
C016261,0,2859099
C016263,0,1616675
C016264,0,4286301
C016266,0,575632
C016268,0,1534359
C016269,0,2069797
C016271,0,937245
C016273,0,531703
C016274,0,2158374
C016278,0,219648
C016279,0,6157477
C016280,0,447643
C016282,0,171510
C016283,0,2608451
C016284,0,668616
C016286,1,70990.05
C016289,0,3195136
C016290,0,4638181
C016292,0,1010561
C016293,0,14344
C016295,0,1172671
C016297,0,2222336
C016298,1,59350.9
C016299,0,1790449
C016301,0,324805
C016304,0,240564
C016305,0,1029848
C016307,0,1398836
C016309,0,2715761
C016310,0,1160555
C016313,0,990696
C016314,0,2810322
C016316,0,103141
C016319,0,382866
C016322,0,1095407
C016323,0,2713070
C016325,0,86388
C016326,0,33535
C016329,1,75198.75
C016334,0,252668
C016335,0,63112
C016336,0,4025818
C016348,0,1708042
C016349,0,726606
C016351,0,1824325
C016352,0,709901
C016353,0,1260372
C016357,1,14616.55
C016359,1,67021.7
C016360,0,219597
C016361,0,273272
C016363,0,1248810
C016364,1,2926.5
C016365,0,2353179
C016366,0,784399
C016369,0,1298435
C016372,0,1426138
C016374,0,777660
C016375,0,748476
C016376,0,2253994
C016377,0,764900
C016379,0,3221214
C016386,0,1026131
C016388,0,399481
C016390,0,806971
C016391,0,7493303
C016392,1,13098.7
C016396,0,1196791
C016397,0,557438
C016402,0,2184338
C016404,0,1544349
C016405,0,549423
C016407,0,462520
C016411,0,2608585
C016412,0,354932
C016416,0,1851098
C016417,0,2454037
C016418,0,1155611
C016419,0,1184262
C016426,0,1010740
C016428,0,171698
C016429,0,3365186
C016430,0,2710911
C016433,0,136273
C016434,0,5255061
C016437,0,3583790
C016439,0,868814
C016440,0,383211
C016442,0,5157791
C016443,1,18442.55
C016445,0,582708
C016446,0,1619949
C016448,0,1438069
C016449,0,1602996
C016450,1,100757.25
C016451,0,4469554
C016453,0,2907661
C016454,0,6107
C016457,1,58996.9
C016458,0,69605
C016460,0,500091
C016463,0,1159013
C016465,1,53888.9
C016466,0,261276
C016467,0,3171893
C016469,0,3358713
C016470,0,143417
C016471,0,2705024
C016472,0,4649071
C016473,0,1640308
C016474,1,12405.65
C016476,0,228663
C016477,0,1044049
C016479,0,2887223
C016480,0,2056075
C016481,0,1050569
C016482,0,55649
C016483,0,304479
C016484,0,1602280
C016485,1,355373.35
C016486,0,380175
C016487,0,203392
C016488,0,1198270
C016489,0,1043610
C016490,0,2122610
C016491,0,734459
C016492,0,1221749
C016493,0,230150
C016494,0,1159642
C016495,0,730182
C016496,0,1590630
C016497,0,1001560
C016499,0,639166
C016501,0,2736618
C016502,0,946544
C016503,0,2327851
C016505,0,2082247
C016506,0,566001
C016507,0,290483
C016508,0,710400
C016509,0,1933487
C016512,0,576857
C016514,1,231343.8
C016516,0,1052258
C016519,0,4769569
C016520,0,3269284
C016524,0,1022988
C016525,0,842911
C016531,0,2720722
C016532,0,552157
C016533,0,839299
C016534,0,1060641
C016536,0,1082897
C016539,0,2110526
C016542,0,452914
C016543,0,113564
C016544,0,3180278
C016545,0,1150116
C016546,1,113877.8
C016547,0,727307
C016549,0,1939566
C016550,1,254902.9
C016551,0,1287827
C016552,0,3411630
C016553,0,2487039
C016554,0,1340726
C016556,0,4645645
C016560,0,2341935
C016561,0,3128788
C016562,0,184807
C016563,0,2112905
C016564,0,6143837
C016565,0,2647509
C016566,0,689153
C016567,0,73672
C016569,1,81597.75
C016570,0,624699
C016572,0,473271
C016573,0,222635
C016575,0,708791
C016576,0,32128
C016577,0,3500317
C016579,0,1984131
C016583,0,113646
C016584,0,2757575
C016586,0,1138552
C016587,1,70743.75
C016588,1,437061.45
C016589,0,1802579
C016590,0,403302
C016591,0,413978
C016594,0,261465
C016595,0,352097
C016596,0,2971288
C016598,0,690901
C016600,0,457170
C016601,0,4105598
C016602,0,2574407
C016604,0,518290
C016606,0,112542
C016609,0,368692
C016610,0,223771
C016611,0,383747
C016612,0,150375
C016614,0,1102120
C016615,0,684526
C016617,0,10470914
C016619,0,31195
C016620,1,30262.25
C016621,0,1519642
C016622,0,387775
C016624,0,1780315
C016626,0,1619042
C016627,0,1487856
C016628,0,864642
C016631,0,276340
C016632,0,1408437
C016633,0,323790
C016634,0,46539
C016637,1,151683.65
C016638,0,1669363
C016640,0,1701363
C016641,0,727568
C016642,0,1592727
C016643,0,496769
C016644,0,3690198
C016646,0,1457485
C016647,0,1310600
C016648,0,1641065
C016651,0,3064823
C016652,0,81607
C016653,1,11457.25
C016656,0,832055
C016657,0,976027
C016660,0,122817
C016661,0,570485
C016662,0,596342
C016664,0,306898
C016665,0,1429439
C016666,0,1376653
C016669,0,573050
C016674,0,689516
C016675,0,1553662
C016677,0,624744
C016678,0,2833194
C016680,0,2293009
C016683,0,7411369
C016684,0,1959373
C016685,0,5101665
C016686,0,2016651
C016688,0,682233
C016689,0,1155933
C016690,0,303290
C016691,1,138193.15
C016692,0,2203752
C016693,0,809844
C016694,0,2243713
C016697,0,477604
C016700,0,1893933
C016703,0,1613413
C016705,0,3693250
C016706,0,101203
C016708,0,1237171
C016709,0,2721227
C016710,0,301450
C016712,0,2857172
C016713,0,694710
C016714,0,1813249
C016715,0,949685
C016716,0,352676
C016718,0,1389016
C016720,0,1390397
C016721,0,594888
C016722,0,352392
C016723,0,4021902
C016724,0,201152
C016725,1,16609.65
C016726,0,2181661
C016728,0,646987
C016730,0,2347181
C016732,0,461243
C016733,0,947247
C016734,0,1254739
C016735,0,74026
C016738,0,1003045
C016739,0,2185593
C016741,1,13612.1
C016742,0,1761671
C016743,0,373054
C016744,0,4887036
C016745,0,1343168
C016747,0,3910748
C016749,0,571919
C016750,0,1940987
C016753,0,1591635
C016754,1,126799
C016757,0,687664
C016761,0,1357813
C016762,0,499506
C016763,0,239702
C016764,0,782666
C016767,0,415238
C016768,0,195926
C016769,0,647481
C016772,0,1456937
C016773,0,1673425
C016774,0,1338505
C016776,1,68556.7
C016778,0,1213894
C016780,0,851703
C016782,0,2256315
C016785,0,1567730
C016786,0,183932
C016787,0,2080753
C016789,0,3733284
C016792,0,1458073
C016794,0,932349
C016797,0,1429263
C016798,0,126756
C016799,0,2649331
C016803,0,1315729
C016805,0,158174
C016807,0,2465707
C016812,0,1059803
C016814,0,220807
C016819,0,1039042
C016820,0,5044530
C016821,0,324098
C016826,0,914715
C016828,1,65248.1
C016830,0,5028135
C016831,0,2358912
C016832,0,2776441
C016833,0,1194457
C016834,0,1517217
C016835,0,511905
C016836,0,231197
C016839,0,2867
C016840,0,2267336
C016841,0,907374
C016844,0,700844
C016848,1,49664.7
C016850,0,1988139
C016851,0,28802
C016853,0,2729086
C016855,0,204414
C016856,0,1698646
C016857,0,2525932
C016858,0,575934
C016859,0,1610736
C016860,0,262862
C016861,0,37808
C016863,0,1143174
C016864,0,224541
C016866,0,874373
C016868,0,709687
C016869,0,1329590
C016873,0,2364952
C016876,0,1637554
C016877,0,775202
C016878,0,1348238
C016879,0,176768
C016882,0,837726
C016883,0,355523
C016888,0,1634441
C016889,0,1047675
C016891,0,1135316
C016893,0,2617318
C016894,0,2915730
C016895,0,2368465
C016897,0,1717764
C016898,0,2982286
C016900,0,172275
C016901,1,164568.6
C016902,0,127956
C016904,0,3129099
C016906,0,211799
C016907,0,5651616
C016908,0,366402
C016909,0,2093763
C016912,0,842422
C016915,0,2836651
C016916,0,167884
C016917,0,692237
C016918,0,1088953
C016919,0,130359
C016920,0,1949259
C016921,0,750834
C016922,0,1463684
C016923,0,108689
C016924,0,1976158
C016925,0,295671
C016926,0,880626
C016927,0,280185
C016928,0,7937932
C016929,0,965949
C016932,0,223861
C016933,0,354509
C016935,0,2598866
C016938,0,660716
C016939,0,792201
C016940,0,651229
C016941,0,2878164
C016942,1,26691.6
C016943,0,2487084
C016944,0,1222458
C016945,0,2130766
C016946,0,1278083
C016952,0,10684
C016953,0,173149
C016954,1,74903.65
C016957,0,2187205
C016960,0,860644
C016961,0,396612
C016962,0,419959
C016964,0,121698
C016965,0,1992571
C016967,0,1679966
C016968,0,1011189
C016969,0,1298206
C016970,0,3402779
C016971,0,604283
C016973,0,2413404
C016974,0,132717
C016976,0,809743
C016978,0,806990
C016979,0,1154706
C016980,0,2374247
C016983,0,73498
C016984,0,662382
C016985,0,246799
C016986,0,2485571
C016989,0,559856
C016990,0,780980
C016992,0,1049132
C016993,0,280742
C016995,0,2592125
C016996,0,2141874
C016998,0,1306511
C016999,0,1169586
C017000,0,1963411
C017001,0,1345649
C017005,0,532635
C017007,0,659727
C017008,0,92441
C017009,0,2624491
C017011,0,4284071
C017012,0,91
C017014,0,169016
C017015,0,1987512
C017016,1,10005.2
C017017,0,2979280
C017019,1,33780.1
C017020,0,29951
C017022,0,3722361
C017024,0,167736
C017025,0,2782316
C017026,0,287311
C017028,0,1127136
C017029,0,2258200
C017030,0,306127
C017032,0,1624310
C017033,0,349510
C017036,0,192400
C017037,0,9174
C017039,0,4658284
C017040,0,635367
C017041,0,301386
C017043,0,4646219
C017044,0,359257
C017045,0,3834475
C017046,0,586825
C017047,0,2252485
C017049,0,644380
C017055,0,2692241
C017058,0,321113
C017060,0,269500
C017061,0,355416
C017062,0,46073
C017066,0,1359232
C017067,0,381006
C017070,0,1594951
C017072,0,440047
C017073,0,240040
C017074,0,274614
C017075,0,3470549
C017078,0,657192
C017084,0,1598323
C017085,0,1483960
C017086,0,511856
C017087,0,457345
C017088,0,2294357
C017095,0,3734743
C017101,1,101958.7
C017102,0,1099286
C017104,0,3317209
C017105,0,623817
C017106,0,259558
C017107,0,3227117
C017108,0,3013345
C017109,0,524070
C017111,0,552425
C017112,0,55302
C017113,0,1762957
C017115,0,928028
C017117,1,34475.15
C017118,0,2226144
C017119,0,91735
C017120,0,240508
C017121,0,743883
C017126,0,343630
C017128,1,19663.8
C017130,0,912814
C017131,0,362626
C017132,0,1598618
C017134,0,2482063
C017136,0,225531
C017139,0,1380799
C017140,0,524009
C017141,0,2053427
C017143,1,2539.2
C017144,0,243330
C017145,1,7775.65
C017146,0,538902
C017152,0,1945362
C017153,0,1218929
C017154,0,522274
C017155,0,57948
C017157,0,4409021
C017158,0,4074175
C017159,0,118816
C017160,0,2646148
C017162,0,389646
C017163,0,491585
C017166,0,599756
C017168,0,465173
C017172,0,816689
C017174,0,4126643
C017175,1,62425.6
C017176,0,2059383
C017178,0,302216
C017179,0,886996
C017182,0,376998
C017183,0,535025
C017185,0,450360
C017186,0,644142
C017187,0,617091
C017188,1,92909.15
C017190,0,1651881
C017192,0,2445779
C017193,0,683645
C017194,0,1131611
C017195,0,1076611
C017197,1,142858.55
C017198,1,84401.7
C017199,0,1161490
C017200,0,1303462
C017203,0,2029888
C017205,0,3695325
C017206,0,1182824
C017207,1,20283.7
C017208,0,1050794
C017212,0,137604
C017215,0,1307370
C017216,0,5092729
C017217,0,1211877
C017219,0,82165
C017220,1,83375.95
C017221,0,639467
C017222,0,2309831
C017224,1,96371.25
C017225,0,624195
C017226,0,16862
C017228,0,3226528
C017229,0,811916
C017230,0,354208
C017231,0,1486354
C017232,0,222852
C017233,0,1511062
C017235,1,254494.05
C017236,0,3033092
C017238,0,1827606
C017239,0,231042
C017240,1,34486.8
C017242,0,2344467
C017244,0,434300
C017246,0,1563996
C017249,1,41701.75
C017254,0,50434
C017256,0,650469
C017257,0,107433
C017258,0,210263
C017259,0,1161563
C017260,1,84169.95
C017261,0,540490
C017262,1,97026.8
C017266,1,23707.55
C017267,0,238061
C017268,0,880271
C017270,0,3903853
C017271,0,1119499
C017273,0,668163
C017274,0,443746
C017275,0,128937
C017276,0,874595
C017277,0,88720
C017280,0,446235
C017281,0,1981035
C017282,0,1438326
C017286,0,248633
C017287,0,3268516
C017289,0,818972
C017291,0,461779
C017295,0,386116
C017298,1,28463.95
C017301,0,258175
C017302,0,426108
C017305,0,4083548
C017306,0,255792
C017307,0,313621
C017310,0,364591
C017311,0,3571897
C017312,0,965851
C017317,0,1032777
C017322,0,402625
C017323,0,244388
C017324,0,24769
C017325,0,532272
C017326,0,590404
C017328,0,965547
C017329,0,440440
C017331,0,2519902
C017332,0,878797
C017333,0,1548974
C017334,0,580548
C017335,0,1086670
C017336,0,680999
C017337,0,3374652
C017339,0,1103878
C017341,0,717118
C017342,0,353738
C017344,0,3877043
C017345,0,2639867
C017348,1,129679.15
C017350,1,152010.95
C017352,0,3450404
C017353,0,422267
C017355,0,916730
C017356,0,4417922
C017358,0,2443944
C017359,0,1310231
C017362,0,891260
C017363,0,294124
C017364,0,1092661
C017366,0,1988898
C017367,0,1057429
C017369,0,35684
C017370,0,43225
C017372,1,7072.85
C017374,0,334463
C017375,0,243143
C017376,0,344836
C017378,0,1276428
C017379,0,1406834
C017380,0,839169
C017382,1,47828.65
C017384,0,1670796
C017385,1,75662.45
C017388,1,130147.45
C017389,0,293477
C017391,1,77004.3
C017392,0,1528081
C017393,0,1064472
C017394,0,267991
C017397,0,1517292
C017398,0,424525
C017399,0,1214438
C017400,0,564218
C017401,0,6623386
C017402,1,19471.55
C017405,1,138140.35
C017408,0,402242
C017409,0,666958
C017410,0,351730
C017411,0,542883
C017413,0,1788169
C017414,0,2288232
C017415,0,5984347
C017417,0,498950
C017419,0,1105575
C017422,0,864241
C017423,0,54480
C017424,1,43443.65
C017425,0,548495
C017427,0,1017018
C017428,0,626153
C017429,0,845196
C017430,0,143270
C017431,0,3586557
C017432,1,8212.6
C017439,0,99033
C017440,0,1063889
C017441,1,53051.55
C017442,0,314703
C017443,0,216975
C017444,0,3190340
C017446,0,749907
C017447,0,803741
C017448,0,937054
C017449,0,471233
C017451,0,2646211
C017452,0,1040589
C017454,0,450768
C017456,0,709927
C017457,0,683811
C017459,0,3291289
C017460,0,1601403
C017461,0,3183479
C017462,0,498505
C017466,0,3102445
C017468,0,1271593
C017470,0,577415
C017471,0,765542
C017473,1,27202.6
C017474,0,2558153
C017475,0,476119
C017476,0,54820
C017477,0,688752
C017478,0,2138734
C017481,0,2257548
C017483,0,1254473
C017488,0,4694343
C017489,0,635236
C017490,0,2655550
C017491,0,490619
C017492,0,230227
C017493,0,3368341
C017494,0,2111998
C017496,0,3790387
C017497,0,737877
C017499,0,190667
C017501,0,690947
C017504,1,192114.75
C017505,0,1031124
C017506,0,1754376
C017507,0,29947
C017508,0,191157
C017509,0,117984
C017510,0,1991694
C017512,0,147753
C017515,0,967752
C017518,0,2832350
C017520,1,45349.75
C017522,0,1697704
C017523,0,36550
C017524,0,429262
C017526,0,94226
C017528,0,313999
C017529,0,13041
C017530,1,50048
C017533,0,1832484
C017534,0,129631
C017535,0,1165941
C017537,0,1418048
C017539,0,667777
C017541,0,2153395
C017544,0,4812551
C017545,1,55689.75
C017546,0,2559080
C017547,0,2602915
C017549,0,285635
C017557,0,3492428
C017558,0,673924
C017559,0,344058
C017561,1,47152.35
C017562,0,1068271
C017564,0,7404433
C017565,0,225328
C017566,0,233531
C017569,0,132778
C017570,0,2088919
C017572,0,183548
C017573,0,5655490
C017574,0,761505
C017575,0,248864
C017577,0,877774
C017578,0,2809583
C017581,0,4242720
C017582,0,1308087
C017586,0,882617
C017588,0,313833
C017590,0,289802
C017592,0,845113
C017593,1,23549.95
C017594,0,25360
C017597,0,128742
C017598,0,3318324
C017601,0,2215785
C017602,0,1980851
C017603,0,8830
C017604,0,897242
C017608,0,1414783
C017609,0,637494
C017611,0,39063
C017612,0,3446298
C017615,0,281439
C017616,0,4233441
C017617,0,590540
C017619,1,77184.1
C017620,0,210646
C017622,0,819284
C017623,0,3290425
C017624,0,1754541
C017625,0,989832
C017626,0,669843
C017627,0,3222258
C017629,0,2590067
C017630,0,716052
C017631,0,925714
C017633,0,1794639
C017634,0,550905
C017635,0,2131591
C017638,0,1046040
C017640,0,2631344
C017641,0,6708377
C017645,0,1986826
C017646,0,801638
C017648,0,4744357
C017649,0,624556
C017651,0,283121
C017654,0,892965
C017657,0,471373
C017659,0,401958
C017660,0,289902
C017661,0,2213553
C017664,0,2186009
C017665,0,2772774
C017666,0,10554
C017667,0,129036
C017668,0,1230681
C017669,0,131712
C017670,1,77982.3
C017671,0,540324
C017672,1,78545.45
C017674,0,7703730
C017675,0,539996
C017676,0,1878122
C017677,0,161182
C017678,0,1657378
C017679,0,621370
C017681,0,564222
C017682,0,839320
C017683,1,24702
C017685,0,5700270
C017686,0,173803
C017688,0,942624
C017691,0,594357
C017693,0,141779
C017694,0,282039
C017695,0,1576071
C017697,0,1482722
C017698,0,4342948
C017699,0,2205896
C017702,0,658123
C017703,0,1978312
C017705,0,542801
C017706,0,2008031
C017707,0,963598
C017710,0,1480824
C017711,1,144845.25
C017717,0,2097874
C017718,0,2507003
C017719,0,459704
C017722,0,1497795
C017723,0,209381
C017725,0,1809374
C017726,0,1014169
C017727,0,4501991
C017728,0,1013348
C017733,0,640693
C017734,1,210653.45
C017735,0,35457
C017736,1,58390.6
C017737,0,104340
C017738,0,422077
C017739,0,1169797
C017741,0,1359265
C017744,0,43272
C017745,0,1210553
C017746,0,1097329
C017748,0,932182
C017749,0,841443
C017751,0,2501883
C017752,0,1032147
C017753,0,2349636
C017754,0,1817287
C017755,0,4144827
C017756,1,153533.2
C017757,0,3052936
C017758,0,425963
C017760,0,765378
C017763,0,2692839
C017767,0,12835
C017768,0,751577
C017770,0,544845
C017771,0,245565
C017772,0,254676
C017773,1,73311.45
C017777,0,1744933
C017779,0,1327756
C017780,0,491960
C017786,0,350193
C017787,0,224914
C017788,0,3013565
C017790,0,156426
C017791,0,332448
C017792,0,458967
C017793,0,108256
C017794,0,591375
C017795,0,2470544
C017796,0,5375861
C017797,1,106687.4
C017798,0,129592
C017799,0,885936
C017801,0,3327233
C017802,0,2865783
C017803,0,301322
C017805,0,292576
C017807,0,230614
C017808,0,1389423
C017810,0,1218161
C017812,0,964303
C017813,0,373877
C017814,0,185841
C017817,0,677873
C017819,0,707220
C017822,0,414463
C017823,0,4233200
C017825,0,2577323
C017828,0,2274363
C017830,0,29603
C017831,1,239062.25
C017834,0,408423
C017840,0,1038602
C017842,0,1054670
C017843,0,173263
C017844,0,1514089
C017845,0,2777328
C017846,0,1050132
C017851,1,84616.9
C017852,0,146536
C017853,0,1113185
C017855,0,696201
C017857,0,2905030
C017858,1,15132.65
C017859,0,2391173
C017860,0,2683240
C017862,0,3959676
C017863,0,1524625
C017864,0,1456403
C017865,0,1591570
C017866,0,730421
